person_id_random,birthday,gender,signup_date,fb_friend_count,current_home_years,current_home_months,living_situation,current_job_years,current_job_months,education,how_much_paid,how_often_paid,referral_source,outstanding_loan,use_mobile_wallet_how_often,relationship_status,is_employed
7337409978,4/1/78,M,4/1/15 14:24,1017,5+,11,pay_rent,5+,11,high_school,26010,monthly,facebook,no,daily,married,yes
6507014956,6/29/86,M,4/2/15 0:59,429,3,5,own_home,0,7,high_school,200,daily,facebook,no,few_times_a_month,single,yes
1181013496,5/12/94,M,4/2/15 1:26,954,3,6,pay_rent,,,high_school,15000,monthly,google_play_store,no,daily,married,no
4030617594,6/15/88,F,4/2/15 2:36,229,2,3,pay_rent,,,college,3000,daily,facebook,yes,few_times_a_week,married,no
4883399518,7/27/90,M,4/2/15 5:46,1137,1,5,pay_rent,1,0,college,15000,monthly,friend,yes,daily,single,yes
9443631847,2/1/77,M,4/2/15 9:00,2477,5+,4,pay_rent,5+,0,high_school,1000,daily,friend,no,daily,married,yes
4581264233,11/4/84,M,4/2/15 9:38,396,3,11,other,3,10,college,15000,monthly,friend,yes,few_times_a_week,long-term,yes
3263728602,5/28/84,M,4/2/15 22:21,1120,5+,10,student_housing,5+,10,college,100000,monthly,friend,no,daily,married,yes
1616151767,11/14/86,M,4/2/15 23:42,333,2,2,pay_rent,3,2,college,12000,monthly,friend,no,few_times_a_week,long-term,yes
9588203897,10/11/81,F,4/3/15 5:09,726,5+,10,pay_rent,5+,1,college,1500,daily,friend,no,daily,single,yes
2003808034,1/17/89,M,4/3/15 7:21,4999,2,0,pay_rent,3,2,college,70000,monthly,google_play_store,no,few_times_a_week,single,yes
9649964299,10/29/78,M,4/4/15 3:08,207,3,4,pay_rent,,,college,30000,monthly,facebook,no,daily,long-term,no
6680195461,9/20/73,M,4/4/15 6:46,206,5+,11,own_home,5+,11,high_school,30000,monthly,family,no,few_times_a_week,married,yes
9754677030,7/6/84,F,4/4/15 8:20,781,2,4,own_home,,,college,4000,weekly,facebook,no,few_times_a_week,married,no
6055146943,12/16/86,M,4/4/15 9:17,4992,1,3,pay_rent,1,4,college,11000,monthly,friend,no,few_times_a_week,single,yes
3335172180,5/14/88,M,4/4/15 22:23,524,1,0,pay_rent,0,8,college,14500,monthly,friend,no,few_times_a_month,married,yes
3631351360,3/17/85,M,4/5/15 9:59,116,3,4,pay_rent,5+,4,college,50000,monthly,google_play_store,no,few_times_a_week,married,yes
7803964963,8/10/87,M,4/5/15 23:51,1235,4,1,pay_rent,2,3,high_school,14000,monthly,google_play_store,no,daily,married,yes
7459525133,3/29/84,M,4/6/15 9:02,219,4,8,with_family,3,1,college,50000,monthly,friend,no,daily,married,yes
9517700838,10/26/85,F,4/7/15 0:34,4987,5+,11,with_family,,,high_school,5000,monthly,friend,no,few_times_a_week,married,no
1546979501,2/10/71,F,4/7/15 4:54,404,5+,11,own_home,,,high_school,40000,monthly,friend,yes,daily,married,no
3833162176,3/13/80,M,4/7/15 5:42,660,5+,3,own_home,5+,4,college,23500,monthly,facebook,no,few_times_a_week,married,yes
6480595561,8/28/65,M,4/7/15 12:34,237,1,11,pay_rent,,,college,30000,monthly,facebook,no,daily,alternative,no
7371265289,10/21/89,M,4/7/15 13:02,385,5+,4,own_home,2,4,college,32000,monthly,friend,no,few_times_a_week,married,yes
7598871262,12/23/88,F,4/8/15 4:31,1170,3,2,pay_rent,,,college,8000,monthly,facebook,yes,few_times_a_week,single,no
3427309387,2/4/85,M,4/9/15 7:43,991,0,9,pay_rent,0,9,college,45000,monthly,friend,yes,daily,married,yes
2648460353,4/21/80,M,4/9/15 10:16,52,5+,3,pay_rent,,,college,15000,monthly,facebook,no,few_times_a_week,married,no
9808214543,3/27/81,F,4/9/15 21:13,429,0,4,pay_rent,,,college,0,monthly,friend,no,daily,alternative,no
7875034267,5/16/89,F,4/10/15 9:04,599,3,3,own_home,4,4,college,80000,monthly,google_play_store,no,daily,single,yes
6356967879,6/9/85,F,4/10/15 11:40,160,3,0,pay_rent,4,0,college,60000,monthly,google_play_store,no,few_times_a_week,long-term,yes
5657424461,12/21/83,M,4/10/15 13:26,315,5+,8,pay_rent,5+,3,high_school,250,daily,google_play_store,no,daily,married,yes
3962836465,2/3/80,M,4/12/15 0:32,268,5+,4,pay_rent,5+,4,college,20000,monthly,facebook,no,daily,married,yes
7526973171,3/25/83,M,4/12/15 2:09,1130,5+,6,pay_rent,4,7,college,1500,daily,google_play_store,no,daily,married,yes
1389690912,12/18/87,M,4/12/15 7:00,580,5+,8,pay_rent,4,8,college,3000,monthly,friend,no,few_times_a_week,married,yes
4429479218,9/2/56,F,4/12/15 13:24,330,5+,10,pay_rent,5+,0,college,22550,monthly,google_play_store,no,daily,married,yes
8946883110,1/15/90,F,4/13/15 0:48,91,5+,3,pay_rent,4,4,college,600,daily,friend,no,daily,married,yes
2037137184,8/13/73,M,4/13/15 8:30,303,5+,6,own_home,,,high_school,1500,daily,friend,yes,few_times_a_week,married,no
3188570699,6/24/83,M,4/14/15 3:18,4999,4,5,own_home,0,8,college,19000,monthly,facebook,yes,daily,married,yes
1910843118,5/7/81,M,4/14/15 4:37,281,2,6,pay_rent,4,6,college,40000,monthly,friend,no,few_times_a_week,married,yes
8519412104,9/25/91,M,4/14/15 5:21,365,1,9,pay_rent,1,9,college,30000,monthly,friend,no,few_times_a_week,married,yes
8834809018,9/13/91,F,4/14/15 9:36,2662,4,10,pay_rent,2,3,college,28000,weekly,family,no,few_times_a_month,married,yes
1512042465,11/20/66,M,4/14/15 11:44,145,5+,5,pay_rent,,,high_school,50000,monthly,facebook,no,daily,married,no
1909028856,7/7/88,F,4/14/15 11:48,649,2,3,pay_rent,1,3,college,125000,monthly,friend,no,daily,long-term,yes
8634554863,11/4/82,M,4/15/15 7:16,126,5+,6,pay_rent,,,college,1000000,monthly,facebook,no,daily,single,no
7222539877,2/9/80,M,4/15/15 9:15,230,5+,8,own_home,5+,6,college,88000,monthly,facebook,yes,few_times_a_month,married,yes
2461249534,7/22/72,F,4/15/15 12:20,436,2,6,pay_rent,,,college,15,monthly,facebook,no,few_times_a_week,single,no
7108459544,4/14/84,M,4/15/15 15:07,3710,2,3,pay_rent,5+,11,college,15000,monthly,facebook,no,few_times_a_month,long-term,yes
4646477741,10/16/85,M,4/15/15 23:43,384,3,2,pay_rent,3,2,college,15000,monthly,facebook,no,few_times_a_week,single,yes
8155541862,5/6/83,F,4/16/15 2:19,181,5+,10,pay_rent,,,college,50000,monthly,friend,no,daily,married,no
5958277187,1/12/89,F,4/16/15 4:14,4789,5+,10,pay_rent,5+,10,high_school,20,monthly,facebook,no,few_times_a_week,single,yes
7472748908,4/13/87,M,4/18/15 20:57,81,5+,10,pay_rent,4,11,high_school,20000,monthly,facebook,yes,few_times_a_week,married,yes
1064638493,11/6/90,M,4/19/15 3:04,870,3,2,pay_rent,4,4,high_school,3000,weekly,facebook,yes,daily,married,yes
7278699629,2/15/92,M,4/19/15 4:46,1554,1,3,pay_rent,,,college,1500,daily,facebook,no,few_times_a_week,single,no
5732259298,6/11/90,F,4/19/15 12:48,393,5+,2,pay_rent,4,4,college,20000,monthly,friend,yes,few_times_a_week,married,yes
6572992960,10/5/68,F,4/21/15 4:01,51,4,2,pay_rent,3,5,college,20000,monthly,friend,yes,daily,married,yes
9927346812,10/2/85,M,4/22/15 0:37,803,1,7,pay_rent,1,7,college,59000,monthly,google_play_store,yes,few_times_a_week,single,yes
2562664921,10/5/78,M,4/22/15 0:44,40,4,10,pay_rent,3,8,college,30000,monthly,friend,no,few_times_a_week,single,yes
1884909893,3/2/81,F,4/22/15 2:28,1642,5+,3,pay_rent,3,4,college,20000,monthly,google_play_store,no,few_times_a_month,single,yes
1295557792,10/17/84,M,4/22/15 5:23,1433,4,4,pay_rent,3,4,high_school,12000,monthly,facebook,yes,daily,married,yes
7502458411,12/2/79,M,4/22/15 5:35,121,5+,11,pay_rent,,,high_school,400,daily,google_play_store,no,daily,married,no
1647229846,12/25/71,M,4/23/15 12:20,486,5+,4,own_home,5+,7,college,79000,monthly,facebook,no,daily,married,yes
2016018499,1/18/95,F,4/23/15 22:09,214,0,6,student_housing,,,high_school,2000,monthly,google_play_store,no,few_times_a_month,single,no
8258117248,1/13/87,M,4/23/15 23:53,811,2,3,pay_rent,3,4,college,3500,daily,facebook,yes,daily,married,yes
9562149901,9/4/74,M,4/24/15 3:03,228,5+,0,pay_rent,5+,0,college,45000,monthly,facebook,no,few_times_a_week,married,yes
5618080444,9/26/82,M,4/24/15 5:05,506,2,1,pay_rent,3,2,college,35000,monthly,facebook,yes,few_times_a_week,married,yes
1963789232,10/27/87,M,4/24/15 10:19,197,5+,10,own_home,4,2,high_school,15000,monthly,friend,no,few_times_a_week,married,yes
2623733104,7/10/84,F,4/24/15 14:19,1137,5+,11,pay_rent,1,10,high_school,40000,monthly,facebook,no,few_times_a_week,alternative,yes
9656418246,6/8/63,M,4/24/15 16:10,76,3,5,pay_rent,2,4,college,25000,monthly,facebook,no,few_times_a_month,married,yes
7349042414,1/1/81,M,4/24/15 21:35,545,2,8,pay_rent,5+,8,high_school,33000,monthly,facebook,no,daily,long-term,yes
6872355869,3/5/84,M,4/24/15 22:11,499,4,0,pay_rent,5+,0,college,53800,monthly,facebook,no,daily,married,yes
6527431008,2/2/83,M,4/25/15 1:17,580,4,2,pay_rent,5+,0,college,40000,monthly,friend,no,daily,married,yes
1447788669,4/21/82,M,4/25/15 1:38,684,4,3,pay_rent,,,college,30000,monthly,facebook,no,daily,married,no
3950963431,11/18/93,F,4/25/15 9:46,982,1,2,pay_rent,,,college,2000,monthly,friend,no,few_times_a_week,single,no
4578202269,7/20/76,F,4/25/15 12:27,165,4,4,pay_rent,5+,4,high_school,20000,monthly,facebook,no,daily,single,yes
7054628663,4/3/85,M,4/25/15 23:50,1125,2,4,pay_rent,1,3,masters,55000,monthly,facebook,no,few_times_a_week,married,yes
2320175519,4/28/69,M,4/26/15 4:59,107,3,6,pay_rent,,,high_school,100000,monthly,facebook,no,daily,married,no
3602567513,11/15/71,F,4/26/15 6:10,296,5+,0,pay_rent,5+,0,college,93000,monthly,friend,no,few_times_a_week,married,yes
6034981056,9/9/86,M,4/26/15 6:50,1640,4,5,pay_rent,5+,7,college,70000,monthly,google_play_store,no,few_times_a_week,married,yes
7377428334,6/12/86,M,4/26/15 8:20,618,1,0,pay_rent,0,5,high_school,6000,monthly,facebook,yes,few_times_a_week,married,yes
3079511469,2/5/89,M,4/26/15 8:30,336,3,11,pay_rent,2,11,college,40000,monthly,friend,no,few_times_a_week,single,yes
4042825054,9/1/84,F,4/26/15 12:28,105,2,1,pay_rent,0,10,college,40000,monthly,facebook,no,few_times_a_month,single,yes
7356239267,11/25/68,M,4/27/15 3:00,272,5+,11,pay_rent,5+,11,college,150000,monthly,facebook,no,daily,married,yes
7331238292,7/11/77,M,4/27/15 4:05,420,5+,11,pay_rent,5+,11,college,7000,monthly,google_play_store,yes,daily,married,yes
9123965963,11/2/84,F,4/27/15 6:14,380,1,0,pay_rent,1,1,masters,25000,monthly,friend,no,few_times_a_week,single,yes
2901782279,9/2/89,M,4/27/15 8:25,1114,5+,11,with_family,5+,5,college,35000,monthly,friend,no,daily,long-term,yes
3152634654,1/9/75,M,4/27/15 9:04,26,2,3,own_home,5+,0,college,40000,monthly,friend,no,daily,married,yes
4337834140,12/27/80,F,4/27/15 13:11,241,5+,3,pay_rent,4,7,college,20000,monthly,facebook,no,few_times_a_week,married,yes
1107199557,4/12/82,M,4/27/15 22:58,349,3,4,own_home,1,2,masters,100000,monthly,facebook,no,daily,married,yes
2201817874,10/15/80,M,4/27/15 23:10,4990,2,2,with_family,3,3,college,30000,monthly,facebook,no,few_times_a_month,married,yes
7083488094,4/19/75,M,4/28/15 6:58,80,5+,4,pay_rent,5+,5,high_school,35000,monthly,friend,no,daily,married,yes
6366858080,6/15/83,M,4/28/15 15:49,595,5+,11,pay_rent,5+,11,college,30000,monthly,google_play_store,no,daily,married,yes
5631408893,5/21/78,M,4/29/15 1:07,1288,2,3,pay_rent,5+,0,college,150000,monthly,facebook,no,daily,married,yes
9972724218,9/29/91,M,4/29/15 3:38,598,2,3,pay_rent,2,0,college,20000,monthly,google_play_store,no,few_times_a_week,single,yes
1315659637,9/9/84,M,4/29/15 9:10,171,2,3,pay_rent,1,6,high_school,20000,monthly,friend,no,few_times_a_week,single,yes
7366844365,3/21/91,M,4/29/15 20:42,1554,1,0,pay_rent,1,4,college,40000,monthly,google_play_store,yes,daily,single,yes
2033348143,1/3/92,F,4/30/15 1:48,1690,2,3,own_home,1,3,college,12000,monthly,google_play_store,no,daily,long-term,yes
3200903086,5/26/64,F,4/30/15 4:36,341,5+,2,own_home,4,5,college,30000,monthly,facebook,no,daily,married,yes
5281600996,9/6/81,M,4/30/15 19:54,246,5+,11,own_home,5+,3,college,50,monthly,google_play_store,no,daily,married,yes
3431150888,8/14/82,F,5/1/15 3:33,899,3,1,pay_rent,4,5,masters,51690,monthly,facebook,no,few_times_a_month,single,yes
2001759865,7/4/82,M,5/1/15 3:38,390,5+,10,pay_rent,5+,6,college,10000,monthly,google_play_store,yes,daily,married,yes
5849887456,6/7/79,F,5/2/15 11:40,209,4,5,pay_rent,,,college,0,daily,friend,no,daily,married,no
1862148446,7/3/81,F,5/3/15 8:58,367,5+,11,own_home,,,college,300000,monthly,friend,no,daily,married,no
3460588992,1/23/93,M,5/3/15 12:36,809,4,4,pay_rent,2,2,college,75000,monthly,family,no,daily,married,yes
6127719079,3/1/88,M,5/3/15 21:33,1573,3,4,pay_rent,4,7,college,13000,monthly,friend,yes,few_times_a_week,married,yes
1424189176,6/21/83,M,5/3/15 22:26,552,1,4,pay_rent,3,1,college,30000,monthly,google_play_store,no,few_times_a_week,married,yes
2751143085,2/3/88,M,5/4/15 5:18,1190,1,11,pay_rent,1,11,high_school,21000,monthly,google_play_store,no,daily,married,yes
7336051313,12/22/85,M,5/5/15 0:33,238,4,4,pay_rent,,,college,8000,weekly,twitter,no,few_times_a_week,single,no
2133314717,4/4/60,M,5/5/15 2:07,366,5+,5,own_home,5+,5,college,50000,monthly,facebook,no,daily,married,no
5115392371,12/5/75,,5/5/15 11:27,128,5+,11,own_home,,,college,100000,monthly,facebook,no,few_times_a_week,married,no
5555593102,3/13/77,M,5/5/15 12:32,2645,5+,8,pay_rent,5+,2,high_school,35000,monthly,google_play_store,no,few_times_a_week,married,yes
2258471198,11/3/84,M,5/5/15 21:30,4316,5+,4,pay_rent,5+,4,college,15000,daily,facebook,no,daily,married,yes
5167938983,1/23/81,M,5/6/15 0:34,1156,4,10,pay_rent,4,6,college,28000,monthly,google_play_store,yes,daily,alternative,yes
3561640239,10/7/88,M,5/6/15 1:00,2028,4,4,with_family,4,2,college,50,monthly,facebook,yes,daily,married,yes
4881579468,4/19/88,M,5/6/15 5:10,495,3,4,pay_rent,3,5,college,35000,monthly,friend,yes,daily,long-term,yes
5816669626,7/26/86,M,5/6/15 20:31,656,2,5,pay_rent,,,high_school,1000,daily,facebook,yes,daily,married,no
5123229643,2/24/92,M,5/7/15 8:30,853,2,7,pay_rent,2,3,college,10000,monthly,friend,yes,daily,married,yes
5340508208,11/9/81,M,5/8/15 3:55,385,5+,3,pay_rent,5+,4,high_school,8000,monthly,facebook,no,few_times_a_week,married,yes
6371585770,12/15/82,M,5/8/15 9:36,156,4,2,pay_rent,3,5,high_school,10000,monthly,friend,no,few_times_a_month,single,yes
7546148851,8/20/83,M,5/8/15 21:02,1059,4,6,pay_rent,,,college,35000,monthly,friend,yes,few_times_a_week,single,no
7814589083,10/29/78,M,5/8/15 23:20,314,5+,6,own_home,,,college,8000,monthly,facebook,no,few_times_a_week,married,no
3030876671,8/7/76,F,5/9/15 2:39,135,4,0,pay_rent,5+,0,college,30000,monthly,twitter,no,daily,married,yes
3449899345,6/12/85,F,5/9/15 3:51,55,3,2,own_home,,,college,0,monthly,facebook,no,few_times_a_week,married,no
1361970426,8/4/87,F,5/9/15 23:58,279,,,,,,,,,facebook,yes,few_times_a_week,,
2567699254,7/18/75,M,5/10/15 7:15,198,2,3,own_home,,,college,900,daily,facebook,yes,daily,married,no
6406939440,2/18/84,M,5/10/15 10:05,384,0,9,pay_rent,5+,10,high_school,25000,monthly,twitter,yes,daily,married,yes
2974664625,9/25/87,M,5/11/15 1:16,299,,,,,,,,,family,no,few_times_a_week,,
5574393088,5/28/86,F,5/11/15 3:27,828,2,4,pay_rent,,,college,4500,weekly,friend,yes,daily,single,no
5514618037,5/3/83,F,5/11/15 7:41,129,0,11,pay_rent,2,0,college,25400,monthly,friend,no,few_times_a_month,long-term,yes
4883971352,4/1/86,M,5/11/15 9:26,694,1,2,pay_rent,5+,0,college,20000,monthly,friend,yes,few_times_a_week,married,yes
4732601069,1/27/78,M,5/11/15 11:28,220,5+,5,pay_rent,5+,5,college,900,daily,facebook,yes,few_times_a_week,married,yes
4908096316,2/19/83,M,5/12/15 3:10,857,5+,5,pay_rent,5+,1,college,100000,monthly,facebook,no,few_times_a_week,married,yes
6980434746,9/6/80,M,5/12/15 4:33,403,3,1,pay_rent,2,2,college,90000,monthly,friend,no,daily,married,yes
3282108906,3/15/87,M,5/13/15 5:39,1039,5+,5,pay_rent,5+,5,college,20000,monthly,family,yes,daily,married,yes
5801463353,1991/2/29,F,5/13/15 7:02,1044,5+,11,with_family,,,college,4000,weekly,friend,yes,daily,single,no
7962463991,1/5/88,F,5/13/15 7:35,1467,0,10,pay_rent,,,college,,,friend,yes,few_times_a_week,married,
5682976418,5/3/74,M,5/13/15 14:08,81,5+,6,pay_rent,,,college,100000,monthly,facebook,yes,few_times_a_week,married,no
4116829921,1/1/89,M,5/15/15 15:02,170,5+,5,with_family,5+,4,college,22000,monthly,friend,no,few_times_a_week,long-term,yes
8740760572,7/8/90,M,5/16/15 7:03,1264,2,6,pay_rent,5+,4,college,30000,monthly,friend,no,daily,long-term,yes
8714622022,6/5/81,F,5/16/15 11:39,647,5+,5,pay_rent,5+,2,college,15000,monthly,friend,yes,few_times_a_week,married,yes
1513646713,9/22/80,M,5/16/15 21:34,488,3,2,pay_rent,2,5,college,24000,monthly,google_play_store,yes,few_times_a_week,married,yes
4437592008,8/29/91,F,5/18/15 0:47,1610,5+,11,pay_rent,3,4,high_school,25000,monthly,friend,no,few_times_a_week,single,yes
6562772473,12/5/85,F,5/18/15 5:26,289,4,5,pay_rent,,,high_school,500,daily,google_play_store,no,few_times_a_week,married,no
3331565180,12/15/74,M,5/18/15 22:31,107,5+,5,pay_rent,,,high_school,70000,monthly,facebook,no,daily,married,no
5559702426,2/14/84,F,5/18/15 22:33,831,0,3,pay_rent,,,college,50000,monthly,google_play_store,yes,few_times_a_week,married,no
6181698436,7/8/77,M,5/19/15 5:18,820,4,5,pay_rent,4,3,high_school,12000,monthly,friend,no,daily,married,yes
9757571386,5/9/83,M,5/19/15 5:41,426,5+,2,pay_rent,2,2,college,20000,monthly,friend,no,daily,married,yes
1283470047,9/9/57,,5/20/15 1:13,260,5+,0,own_home,5+,4,college,15000,monthly,google_play_store,yes,daily,alternative,yes
6015554652,4/2/74,M,5/20/15 5:05,1129,2,2,pay_rent,,,college,20000,monthly,facebook,yes,few_times_a_week,single,no
5371237857,12/10/79,F,5/20/15 5:28,68,4,2,own_home,,,high_school,5000,weekly,friend,no,daily,single,no
1801624265,4/11/84,M,5/20/15 5:41,1530,5+,11,own_home,4,10,college,10000,monthly,google_play_store,yes,few_times_a_week,married,yes
9013261149,8/6/85,F,5/20/15 11:26,1950,1,5,pay_rent,2,3,college,80000,monthly,friend,no,daily,single,yes
4228136505,12/17/81,M,5/20/15 12:22,185,3,5,pay_rent,5+,5,college,50000,monthly,facebook,no,few_times_a_week,married,yes
8387614970,3/10/84,M,5/20/15 22:45,766,5+,2,pay_rent,5+,0,college,35000,monthly,friend,yes,few_times_a_week,married,yes
7629417453,1/29/78,F,5/21/15 0:00,104,5+,0,pay_rent,2,0,college,28000,monthly,facebook,yes,daily,married,yes
2010370470,2/5/83,M,5/21/15 5:46,446,5+,6,pay_rent,5+,6,high_school,25000,monthly,friend,yes,few_times_a_week,married,yes
7333394289,10/3/63,M,5/21/15 6:37,106,5+,10,own_home,5+,5,college,45886,monthly,facebook,yes,daily,married,yes
6013334660,6/17/87,M,5/21/15 10:05,545,1,0,pay_rent,4,3,college,30000,monthly,facebook,yes,few_times_a_week,long-term,yes
6975724414,7/27/79,F,5/21/15 11:46,8,2,5,pay_rent,,,high_school,0,monthly,facebook,no,few_times_a_week,married,no
9666559145,4/15/73,M,5/21/15 14:54,1235,5+,6,pay_rent,,,high_school,300,daily,google_play_store,no,daily,married,no
3517910470,2/18/90,M,5/21/15 23:09,409,2,3,pay_rent,,,college,15000,monthly,facebook,yes,daily,single,no
5381855882,11/12/92,F,5/22/15 1:15,835,1,2,pay_rent,0,5,college,15000,monthly,facebook,no,few_times_a_week,single,yes
1586610549,10/16/76,M,5/22/15 3:28,4972,5+,7,own_home,5+,11,college,30000,monthly,facebook,no,daily,married,yes
2455988976,8/29/79,M,5/22/15 3:48,2133,2,0,pay_rent,,,college,30000,monthly,friend,no,daily,married,no
8529623453,6/6/80,M,5/22/15 5:19,36,5+,0,pay_rent,,,primary,18000,monthly,flyer,no,daily,married,no
3391915571,2/4/83,F,5/22/15 6:07,511,3,10,with_family,3,5,college,60000,monthly,facebook,yes,few_times_a_week,long-term,yes
8126857977,5/24/82,M,5/22/15 8:41,176,3,0,pay_rent,5+,0,college,45000,monthly,facebook,no,few_times_a_week,married,yes
7970308274,1/14/79,F,5/22/15 11:18,801,5+,3,pay_rent,5+,1,college,15000,monthly,friend,no,few_times_a_week,married,yes
9865454850,7/27/85,M,5/22/15 21:34,2340,5+,3,pay_rent,5+,4,college,30000,monthly,google_play_store,no,few_times_a_week,married,yes
4609303188,5/20/75,M,5/23/15 9:50,470,5+,11,own_home,,,college,30000,monthly,facebook,yes,daily,married,no
3985669270,12/26/76,M,5/23/15 13:59,864,1,0,other,5+,0,college,20000,monthly,facebook,no,few_times_a_week,married,yes
8686243541,7/8/87,M,5/23/15 14:08,407,4,3,pay_rent,,,college,15000,monthly,google_play_store,yes,few_times_a_week,long-term,no
1767540225,5/24/83,F,5/23/15 20:55,209,2,4,pay_rent,,,college,25000,monthly,friend,no,few_times_a_week,long-term,no
7134462308,8/16/84,M,5/24/15 0:35,2727,4,5,pay_rent,,,college,20000,monthly,google_play_store,yes,daily,married,no
7445827446,5/22/76,M,5/24/15 6:43,3085,5+,5,own_home,5+,5,college,30750,monthly,facebook,no,daily,married,yes
3419286937,5/1/81,F,5/24/15 10:02,406,1,11,pay_rent,2,11,college,31388,monthly,facebook,yes,few_times_a_week,single,yes
6925828638,12/15/78,M,5/24/15 12:28,1791,3,3,pay_rent,,,high_school,500,daily,facebook,yes,few_times_a_week,married,no
8484461796,11/13/79,F,5/24/15 15:55,511,5+,5,pay_rent,,,college,5000,monthly,facebook,no,few_times_a_week,single,no
2398603694,10/28/84,M,5/24/15 19:16,2088,4,2,own_home,5+,2,college,22000,monthly,facebook,no,daily,married,yes
2436738636,7/22/84,M,5/24/15 21:44,400,4,5,pay_rent,5+,4,high_school,30000,monthly,facebook,yes,few_times_a_month,married,yes
7936361384,3/27/93,M,5/24/15 23:12,1623,0,2,own_home,4,0,college,5000,daily,facebook,no,daily,long-term,yes
1959560917,12/10/87,M,5/25/15 5:41,690,5+,11,own_home,2,5,college,38000,monthly,friend,yes,daily,married,yes
2954902920,6/12/86,M,5/25/15 8:59,1800,2,11,pay_rent,2,11,college,45000,monthly,facebook,yes,few_times_a_week,single,yes
2893571939,5/16/75,M,5/25/15 9:20,1215,2,10,pay_rent,,,high_school,30000,monthly,friend,yes,daily,married,no
5729162586,3/19/73,M,5/25/15 12:52,711,5+,11,own_home,5+,11,college,50000,monthly,google_play_store,yes,daily,married,yes
5253564370,6/22/86,M,5/26/15 0:08,188,5+,0,pay_rent,,,college,500,daily,facebook,yes,daily,married,no
5907430016,8/26/75,M,5/26/15 3:49,280,5+,11,own_home,5+,11,college,100000,monthly,facebook,no,few_times_a_week,married,yes
8716883625,11/29/88,M,5/26/15 6:05,368,1,2,pay_rent,1,1,college,45000,monthly,google_play_store,yes,daily,married,yes
7289370646,9/24/69,M,5/26/15 8:38,177,5+,0,pay_rent,,,college,40000,monthly,facebook,no,daily,married,no
2956620293,12/21/86,M,5/26/15 9:06,4985,5+,11,own_home,5+,11,college,1000,daily,facebook,no,daily,long-term,yes
4194649044,10/14/81,M,5/26/15 15:04,40,3,6,pay_rent,,,college,20000,monthly,friend,yes,daily,married,no
3955785772,3/3/82,M,5/27/15 0:49,997,5+,0,pay_rent,1,0,college,36000,monthly,google_play_store,yes,few_times_a_month,married,yes
1853627736,1/5/74,M,5/27/15 6:08,479,5+,11,pay_rent,,,primary,500,daily,facebook,yes,daily,married,no
3738922495,9/5/87,M,5/27/15 15:26,681,2,0,pay_rent,2,0,college,50000,monthly,friend,yes,few_times_a_week,single,yes
2136127632,3/14/73,F,5/27/15 22:06,216,0,10,pay_rent,1,0,college,30000,monthly,facebook,yes,few_times_a_week,alternative,yes
1777949145,11/21/82,M,5/27/15 22:56,179,2,6,pay_rent,2,3,college,25000,monthly,twitter,yes,daily,married,yes
5494601411,9/1/73,F,5/28/15 0:14,375,5+,0,pay_rent,4,0,college,24000,monthly,facebook,no,few_times_a_week,single,yes
5527448981,5/25/84,M,5/28/15 1:13,892,,,,,,,,,friend,no,few_times_a_week,,
7850063072,6/4/81,F,5/28/15 1:34,724,3,0,own_home,5+,0,college,30000,monthly,friend,no,few_times_a_week,married,yes
4792563816,12/26/71,F,5/28/15 2:08,160,5+,0,pay_rent,5+,0,college,20000,monthly,facebook,no,daily,long-term,yes
1810034989,4/19/82,M,5/28/15 2:50,701,5+,0,own_home,5+,0,college,50000,monthly,facebook,no,daily,married,yes
3778121349,2/12/84,M,5/28/15 3:43,2155,2,0,pay_rent,2,0,masters,70000,monthly,friend,no,daily,married,yes
1112017768,1/29/86,M,5/28/15 3:48,512,2,0,pay_rent,2,0,masters,60000,monthly,twitter,no,few_times_a_week,long-term,yes
4431726673,10/6/90,M,5/28/15 4:00,1515,4,0,pay_rent,3,4,college,32580,monthly,family,yes,daily,single,yes
8634797091,3/27/87,M,5/28/15 5:10,708,0,10,pay_rent,1,6,college,25000,monthly,facebook,no,few_times_a_week,married,yes
3107893674,6/25/86,M,5/28/15 5:26,387,2,0,pay_rent,,,college,400,daily,friend,no,few_times_a_week,single,no
6448249622,4/18/76,M,5/28/15 14:07,276,5+,6,pay_rent,2,0,college,35000,monthly,google_play_store,yes,few_times_a_week,married,yes
8000018034,8/8/76,M,5/28/15 23:37,207,5+,0,own_home,,,college,10000,monthly,friend,no,few_times_a_week,married,no
6425890823,7/24/81,M,5/29/15 4:57,98,4,0,pay_rent,3,0,primary,400,daily,friend,no,few_times_a_week,married,yes
7228483529,4/1/81,F,5/29/15 11:16,163,0,8,pay_rent,,,college,0,monthly,facebook,yes,few_times_a_week,married,no
9003357851,8/4/78,F,5/29/15 17:51,365,5+,0,own_home,2,0,college,10000,monthly,google_play_store,no,daily,married,yes
6617821797,8/21/57,M,5/29/15 18:25,385,5+,0,pay_rent,5+,0,high_school,15580,monthly,facebook,no,few_times_a_week,alternative,yes
5523890760,2/25/80,M,5/30/15 0:34,422,3,0,pay_rent,,,high_school,15000,monthly,facebook,yes,few_times_a_week,married,no
5843534196,6/23/82,M,5/30/15 2:02,686,5+,4,pay_rent,4,5,college,73000,monthly,facebook,yes,daily,long-term,yes
7336338975,12/4/82,M,5/30/15 6:35,736,5+,6,with_family,,,high_school,300,daily,facebook,yes,few_times_a_week,single,no
